Date,"Quanta Services, Inc. _FT_Title","Quanta Services, Inc. _FT_Subtitle",titles_finBERTLabel,titles_finBERTScore,Subtitles_finBERTScore,Subtitles_finBERTLabel,"Quanta Services, Inc. _FT_Title_GPT","Quanta Services, Inc. _FT_Subtitle_GPT"
2023-03-12T05:00:09+0000,Already a bad year for mass shootings in the US,"...Although foreign brands such as Tesla make up the majority of China’s electric vehicle exports, domestic carmakers such as BYD are a growing contingent....",Negative,0.9999947547912598,0.995923399925232,Neutral, negative, Positive
2023-01-05T23:17:20+0000,ChatGPT developer OpenAI in talks to raise capital at almost $30bn valuation ,"...OpenAI was co-founded in 2015 by big tech figures — including Tesla boss Elon Musk, PayPal co-founder Thiel and investor Sam Altman — to develop “safe” AI....",Neutral,0.9999737739562988,0.9994490742683412,Neutral, positive, Positive
2022-04-26T20:32:57+0000,Tesla valuation slides more than $125bn after Elon Musk’s Twitter deal,...That prospect has heaped pressure on Tesla’s stock....,Neutral,0.9999831914901732,0.9998862743377686,Negative, negative, Positive
2023-01-02T17:44:00+0000,European stocks kick off 2023 with gains after steep falls last year,"...The MSCI All World share index lost 19.8 per cent of its value, with many pandemic-era high flyers such as electric carmaker Tesla tumbling....",Positive,0.9988340735435486,0.9813792705535888,Negative, positive, negative
2023-07-03T04:22:17+0000,France’s George Floyd moment ,"...But the kind of magnificent seven of Apple, Amazon, Microsoft, Nvidia, Alphabet, Meta and Tesla have grown so quickly that it has brought the S&P 500 up 16 per cent....",Neutral,0.9989977478981018,0.97056645154953,Positive, Positive, Positive
2023-03-08T14:16:21+0000,Britain needs to decide what it wants to be good at,"...Britishvolt, the country’s answer to Tesla, collapsed into administration. The struggling steel sector was the subject of a potential government bailout....",Neutral,0.9893469214439392,0.999955415725708,Negative, Neutral, negative
2022-10-05T19:40:51+0000,Investors reap big rewards from bets on Musk closing Twitter deal,...The result has been anything but certain since the Tesla chief executive sought to terminate the transaction in July....,Positive,1.0,0.9583387970924376,Neutral, Positive, negative
2023-01-31T10:54:43+0000,Norway’s $1.3tn oil fund bounces back after worst year since 2008,"...The worst performers of all the fund’s equity investments were Amazon, Meta, Tesla, Alphabet and Apple as a result of the sell-off in big tech companies that led the pandemic-era rally in 2020-21....",Negative,0.9956954717636108,0.9999953508377076,Negative, Positive, negative
2022-09-29T00:15:49+0000,"Adani plans to boost free float after shares surge 3,338% in three years ","...“At the time, Tesla was trading at 102x [financial year 2020] earnings and Adani is today trading at 226x....",Positive,0.9999991655349731,0.9999997615814208,Neutral, positive, Positive
none,none,none,0,0.0,0.0,0,"

The sentiment in the newsheadline is negative.","

The sentiment in the newsheadline is negative."
2022-09-01T10:00:25+0000,Driving the Lucid – a fast-as-lightning family saloon,"...“When we started the design of the project in 2015, there was Tesla, and Tesla,” says Derek Jenkins, senior vice president of design and brand at Lucid, speaking on the Concept Lawn of Monterey’s Pebble...",Neutral,0.9938876032829284,0.9999994039535522,Neutral, Neutral, Positive
2023-01-05T13:46:42+0000,Chinese carmaker BYD unveils luxury models in global expansion drive,"...The move comes as competition in the global car market increases with the switch to electric vehicles prompting the launch of newer brands, from pioneer Tesla to dozens of start-ups, many from China....",Positive,0.999925971031189,0.9901052117347716,Neutral, Positive, Positive
2023-02-13T12:00:14+0000,The seeds of a shareholder revolution  Premium content,"...The civil rights department in 2022 sued Tesla, alleging that the car company discriminated against Black workers in California....",Positive,0.9998724460601808,0.9723495244979858,Negative, Neutral, Neutral
2023-03-08T19:39:57+0000,An angel falls from auto heaven,"...Ford is junk-rated and caught in a price war with Tesla, which isn’t investment-grade rated either....",Neutral,0.993946611881256,0.9918779134750366,Neutral, Neutral,"

The sentiment in the newsheadline is positive."
2022-11-08T09:08:54+0000,Further reading,"...— Musk discusses putting all of Twitter behind a paywall (Platformer)

— An IT engineer offers a window into 2015-16 era bird-app ( (Twitter thread)

— Who’s really at the wheel of Tesla in China?...",Neutral,0.9977518916130066,0.9999853372573853,Neutral, Neutral,"

positive"
2022-08-05T01:50:52+0000,Twitter calls Musk’s case against $44bn deal ‘implausible’,"...Asked what would happen to Tesla were he to leave or split his time, Musk said: “I think Tesla would continue to do very well even if I was kidnapped by aliens or went back to my home planet.”...",Neutral,0.9530031085014344,0.999994158744812,Positive, Neutral, Positive
2022-07-19T19:30:48+0000,Elon Musk’s summer sojourn interrupted by Delaware court,"...On Monday, images emerged of the shirtless and pale Tesla chief executive partying on a yacht in Greece with the Hollywood super agent Ari Emanuel....",Neutral,0.9855064153671264,0.9999160766601562,Neutral, Neutral, Positive
2023-03-29T10:19:44+0000,FirstFT: Sergio Ermotti returns to UBS,...Tesla’s move to slash prices in China has backfired as Elon Musk’s company loses market share to Warren Buffett-backed BYD....,Neutral,0.9995580315589904,0.9999837875366212,Negative, Neutral, negative
2022-07-07T10:24:35+0000,FirstFT: Boris Johnson to resign,"...How China’s BYD played catch-up with Tesla Before this week the Chinese carmaker had already overtaken some of the best-known marques in the auto industry including Volkswagen, Ford and General Motors....",Neutral,0.7998933792114258,0.9999862909317015,Positive, positive,"

positive"
2023-02-08T17:01:18+0000,Baupost chief Klarman blames Fed for ‘financial fantasyland’,"...of profitless early-stage companies that could have come public only in a bubble, a staggering volume of bonds that sported cartoonishly low yields, most of the absurd ‘meme stocks’, and stocks such as Tesla...",Neutral,0.9999164342880248,0.9921383261680604,Neutral, negative, positive
2022-10-31T13:45:21+0000,"Toxic content must be kept off Twitter, advertisers warn Musk","...GM competes against Tesla, Musk’s electric vehicle company....",Neutral,0.9920634627342224,0.9999333620071412,Neutral, Neutral, Positive
2022-11-10T08:01:33+0000,TSMC seeks neon while Sony slashes plastic Premium content,"...Tesla between July and September, the American electric vehicle maker surpassed its traditional Japanese peer in quarterly net profit for the very first time....",Neutral,0.9992237091064452,1.0,Positive, Neutral, Positive
none,none,none,0,0.0,0.0,0,"

The sentiment in the newsheadline is negative.","

The sentiment in the newsheadline is negative."
2023-03-28T10:18:41+0000,FirstFT: Netanyahu retreats on judicial overhaul after Israel protests,"...The value of second-hand Tesla cars has collapsed since the electric-vehicle maker embarked on a series of price cuts for new models in the past six months, according to sales data....",Neutral,0.9997356534004213,0.99999737739563,Negative, Neutral, negative
2022-08-10T10:20:38+0000,FirstFT: FBI raid casts cloud on Trump’s 2024 bid for presidency,...Elon Musk sells $7bn of Tesla stock ahead of court fight with Twitter The SpaceX chief executive took advantage of a recent rebound in Tesla’s stock price to offload $6.9bn worth of shares in the electric...,Neutral,0.9999911785125732,0.9784578680992126,Positive, Neutral, Positive
2023-03-17T12:44:27+0000,Scottish Mortgage seeks non-executive’s exit after boardroom clash,"...It also follows a change in management at Scottish Mortgage after James Anderson, an early backer of companies such as Tesla, Amazon and ecommerce giant Alibaba, retired last year after almost four decades...",Neutral,0.9972956776618958,0.998690664768219,Neutral, positive, Positive
2022-10-14T17:18:14+0000,Pentagon in talks to fund Ukrainian troop access to Musk’s Starlink,"...The Pentagon is in talks with Elon Musk’s Starlink mobile internet system to keep connectivity for Ukrainian forces, after the billionaire Tesla chief complained he was burning through nearly $20mn a month...",Neutral,0.9998908042907716,0.9998700618743896,Neutral, Neutral, Neutral
none,none,none,0,0.0,0.0,0,"

The sentiment in the newsheadline is negative.","

The sentiment in the newsheadline is negative."
2022-12-09T07:24:07+0000,Further reading,"...Now it’s destroying it (Noema)

— Tesla says its self-driving technology may be a ‘failure’ — but not fraud (Los Angeles Times)

— You’re being lied to about electric cars (Motortrend)

— From systems in...",Neutral,0.9977518916130066,0.6884874701499939,Neutral, Neutral, negative
2023-01-10T00:15:56+0000,Toyota leasing unit warns of ‘unprecedented’ challenge to boost EV sales,"...In addition to rivals such as Tesla and Volkswagen, Toyota faces competition in EVs from new entrants such as Sony....",Negative,0.9999957084655762,0.7082518935203552,Negative, Neutral,"

positive"
2023-05-18T11:00:58+0000,What comes after peak coal? Premium content,"...As of today, only two non SUVs or large car models qualify for the full credit: Tesla’s Model 3 and the Chevrolet Bolt, the latter of which is going to be discontinued at the end of the year....",Neutral,0.9992480874061584,0.999964714050293,Neutral, Neutral,"

positive"
2022-12-19T13:26:25+0000,Musk should replace himself with Sheryl Sandberg or Sarah Friar  Premium content,"...Meanwhile, investors in Tesla are complaining about the time their chief is spending on Twitter.

A new buyer would mean swallowing heavy losses after his $44bn purchase....",Neutral,0.9999808073043824,0.9999401569366456,Negative, Neutral,"

negative"
2022-12-22T05:00:18+0000,UK childcare in crisis,"...[MUSIC PLAYING]

Big US tech companies are ditching their European offices and investors have taken Tesla’s stock down a peg. Plus, childcare costs in the UK have become a crisis for families....",Neutral,0.9735475778579712,0.9999414682388306,Negative, negative,"

negative"
2022-08-25T21:26:11+0000,"Twitter must give Elon Musk more data on fake users, judge rules","...But the judge agreed with Twitter’s view that producing the entire range of data sought by Musk, who is chief executive of Tesla, on its more than 200mn mDAU was overly burdensome....",Neutral,0.9996589422225952,0.9998041987419128,Neutral, Neutral, Neutral
2023-03-02T11:38:40+0000,FirstFT: CRH delivers fresh blow to London’s capital market,"...Tesla executives touted cost efficiencies at yesterday’s investor day, as the electric-car maker gears up to produce a more affordable model....",Neutral,0.999955415725708,0.9999468326568604,Positive, positive, Neutral
2023-06-20T04:00:58+0000,US and China meet in an attempt to ease tensions,"...Elon Musk, the boss of Tesla and Twitter, was in China recently. Jamie Dimon, the chief executive of JPMorgan Chase, was there recently....",Neutral,0.9718421101570128,0.9999964237213136,Neutral, Neutral, Positive
2022-05-16T04:00:35+0000,Is Elon Musk too big to regulate?,...boss paid a fine and stood down as Tesla chair for three years....,Neutral,0.9943548440933228,0.9986407160758972,Neutral, Neutral, Positive
none,none,none,0,0.0,0.0,0,"

The sentiment in the newsheadline is negative.","

The sentiment in the newsheadline is negative."
2022-12-19T11:38:36+0000,FirstFT: Musk followers vote him out as Twitter chief,"...But it is only the latest shake-up since Musk, who is also chief executive of Tesla and SpaceX, took the helm of Twitter....",Neutral,0.9998422861099244,0.9999656677246094,Neutral, Neutral, Positive
2023-04-05T10:37:46+0000,FirstFT: Taiwan’s president meets House speaker Kevin McCarthy,"...Tesla’s car batteries: The company is disrupting an industry dominated by China with a differently shaped power cell, making it cheaper to produce.Chart of the day

Sterling rose to a 10-month high against...",Neutral,0.9996139407157898,0.5259191989898682,Neutral, Neutral, Positive
2023-05-12T04:00:03+0000,"LA, Miami and Dallas stake their claim in the US art market","...Texas grew by almost 900,000 from 2020 to 2022, with notable corporate arrivals including Tesla, Hewlett-Packard and other Silicon Valley operations....",Neutral,0.9998764991760254,0.9866181015968324,Positive, Positive, Positive
2023-01-06T07:52:23+0000,Further reading,"...(Salon)

— Can Elon Musk make Teslas cheaper with this one weird trick? (Peter Dolan)

— On ChatGPT (London Review of Books)...",Neutral,0.9977518916130066,0.9999886751174928,Neutral, Neutral,"

positive"
2022-04-03T22:00:43+0000,What Tesla’s Berlin Gigafactory means for its future in China,...“I’d like to just give a special hand to the Tesla China team....,Neutral,0.9999791383743286,0.9999964237213136,Neutral, Neutral, Positive
2022-02-17T22:05:29+0000,Elon Musk and Tesla accuse SEC of ‘harassment campaign’,...Mr Musk and Tesla”....,Neutral,0.9132110476493835,0.9999758005142212,Neutral, negative, Neutral
2022-09-19T15:03:45+0000,California’s car culture isn’t ready for net zero,...But Tesla has already shown that electric cars can be fast; the Model S can reach 200 miles an hour (322km/hr)....,Neutral,0.721572756767273,0.9757199883461,Neutral, negative, Positive
2023-01-15T05:00:55+0000,Western nations urged to subsidise emissions-free aircraft,"...The fact that they’re rich is that they can pay the premium, just like they did in electric cars,” he said, noting that the success of Tesla’s Model S led to it developing the cheaper Model 3....",Neutral,0.9933561086654664,0.978079319000244,Positive, Neutral, Positive
2023-02-01T10:11:04+0000,This is a really trashy rally,"...GME: +18.5 per cent

Goldman Sachs High Retail Sentiment Basket: +29.3 per centSpec tech:

ARKK: +27.2 per cent

Tesla: +40 per cent

Goldman Sachs Non-Profitable Tech Basket: +22 per centPrivate markets...",Neutral,0.98492693901062,0.997795820236206,Neutral, negative, positive
2023-04-19T05:30:36+0000,The market is up — narrowly Premium content,"...of the cap-weighted index relative to its equal-weighted sibling, reaching back to the start of the pandemic:

Here is the performance of the top 10 S&P 500 stocks by market cap since March 8:

All but Tesla...",Positive,0.7538018822669983,0.999967098236084,Neutral, Neutral, Positive
2023-01-26T16:47:16+0000,LVMH lifts dividend as record profits defy downturn,"...The two-year luxury boom has made LVMH the biggest listed company in Europe by market capitalisation, and turned Arnault into the richest person in the world ahead of Tesla’s Elon Musk and Amazon’s Jeff...",Positive,1.0,0.9854869842529296,Positive, positive, Positive
2023-03-19T12:28:49+0000,We need to create guardrails for AI,"...The private Texas town being built by Elon Musk to house his SpaceX, Tesla, and Boring Company employees is just the latest iteration of the Silicon Valley libertarian fantasy in which the rich take refuge...",Neutral,0.9957274198532104,0.9972079396247864,Neutral, Neutral, Positive
none,none,none,0,0.0,0.0,0,"

The sentiment in the newsheadline is negative.","

The sentiment in the newsheadline is negative."
2022-09-19T15:03:45+0000,California’s car culture isn’t ready for net zero,...But Tesla has already shown that electric cars can be fast; the Model S can reach 200 miles an hour (322km/hr)....,Neutral,0.721572756767273,0.9757199883461,Neutral, negative, Positive
2022-03-04T16:39:08+0000,Tesla wins approval for first European gigafactory,"...Most recently, local environmentalists have taken Tesla to court, alleging the factory would consume too much of the local water supply....",Positive,0.9999960660934448,0.8779489398002625,Negative, positive,"

positive"
2023-02-01T10:11:04+0000,This is a really trashy rally,"...GME: +18.5 per cent

Goldman Sachs High Retail Sentiment Basket: +29.3 per centSpec tech:

ARKK: +27.2 per cent

Tesla: +40 per cent

Goldman Sachs Non-Profitable Tech Basket: +22 per centPrivate markets...",Neutral,0.98492693901062,0.997795820236206,Neutral, negative, positive
2022-10-05T15:00:04+0000,Musk’s ‘everything app’ plan for Twitter rekindles dotcom dream,"...And obviously that could be started from scratch,” he said at Tesla’s annual shareholder meeting, without giving further details on what exactly this plan entailed....",Neutral,0.999969720840454,0.9998912811279296,Neutral, Neutral, Neutral
none,none,none,0,0.0,0.0,0,"

The sentiment in the newsheadline is negative.","

The sentiment in the newsheadline is negative."
2023-01-27T18:15:34+0000,Coding is still a good career bet,"...Andrej Karpathy, a former director of AI at Tesla, tweeted last month that Copilot was writing 80 per cent of his code, with 80 per cent accuracy....",Positive,0.966820240020752,0.9999923706054688,Neutral, Neutral, Positive
2023-01-10T05:00:57+0000,Vale weighs offers for stake in base metals business,...Vale already has agreements in place to provide nickel for batteries to Ford and Tesla....,Neutral,0.9999696016311646,0.9999998807907104,Neutral, Neutral, Positive
2022-10-04T16:59:52+0000,Elon Musk proposes buying Twitter for originally agreed $44bn,"...The Tesla chief executive initially agreed in April to buy Twitter for $54.20 a share, before announcing in July that he intended to pull out of the deal, citing concerns that the company had misled regulators...",Neutral,0.9999719858169556,0.9999711513519288,Negative, Neutral, Neutral
2022-09-26T17:07:30+0000,Investors rush to snap up shares ahead of Porsche IPO,"...Former chief executive Herbert Diess, who was ousted this year, had set an aim for the German group to pass Tesla in electric car sales by 2025....",Positive,0.5528556108474731,0.9999778270721436,Neutral, Positive, Positive
2023-06-07T04:01:27+0000,Saudi Arabia proves it can conquer sports with cash Premium content,"...Bloomberg reports.News round-up

Lloyds threatens to push Telegraph owner into receivership (FT)

CBI wins vote of confidence after claims of misconduct (FT)

Court upholds Musk’s win in $13bn lawsuit over Tesla-SolarCity...",Neutral,0.7817885875701904,0.6165596842765808,Positive, Positive, Neutral
2023-03-28T04:00:38+0000,FT ranking: The Americas’ Fastest-Growing Companies 2023,"...If you switch from sorting by CAGR to sorting by total 2021 revenues, for instance, names such as Amazon, Tesla and Netflix all rise to the top....",Positive,0.9999713897705078,0.9999570846557616,Neutral, Neutral, Positive
2022-12-21T05:27:18+0000,FirstFT: Mr Zelenskyy goes to Washington,"...The slide in Tesla shares, meanwhile, continued yesterday....",Neutral,0.9994999170303344,0.9999008178710938,Neutral, Neutral, Positive
2022-12-16T12:00:22+0000,Exclusive: Microsoft’s green grid bid Premium content,"...Tesla’s share price has halved in recent months, harming the returns of many ESG funds. This partly reflects rising competition in the electric vehicle market....",Neutral,0.9997933506965636,0.9999991655349731,Negative, Positive, negative
2023-01-04T23:00:34+0000,China EV makers worried by end of subsidies and chip crunch,"...All rights reservedRelated stories

How success in hybrid cars turned Japan into an EV laggard

CATL-linked battery materials company Shangtai stages big IPO

Tesla, Tata and others tout affordability as...",Negative,0.999995231628418,0.592480480670929,Positive, negative, Neutral
none,none,none,0,0.0,0.0,0,"

The sentiment in the newsheadline is negative.","

The sentiment in the newsheadline is negative."
2023-01-31T19:21:12+0000,GM invests $650mn in US lithium mine to secure EV battery materials,"...Ford on Monday cut prices on its Mustang Mach-E, following Tesla’s lead from earlier in the month....",Neutral,0.9999802112579346,0.9953871369361876,Neutral, positive, Neutral
2023-02-27T05:00:56+0000,The markets are alive with the sound of echo bubbles,"...including Bitcoin, is up more than 60 per cent; Chinese tech is up more than 50 per cent; profitless tech, which includes names like Spotify and Lyft, is up more than 40 per cent; clean energy, which includes Tesla...",Neutral,0.9446887969970704,0.9999995231628418,Positive, Neutral, Positive
2023-03-07T14:29:44+0000,Mexico’s peso hits five-year high on interest rates and US benefits,...BMW said last month it would spend €800mn to expand electric vehicle production in Mexico while Tesla announced last week it would build a factory in northern Mexico that officials said would start off as...,Positive,0.9992341995239258,0.9999892711639404,Neutral, Positive,"

positive"
2023-01-04T13:15:10+0000,Chinese battery makers strengthen grip on global supply,"...CATL, supplier to carmakers including Tesla and Volkswagen, more than doubled battery sales to 165.7 gigawatt hours in the 11 months to the end of November, according to data from Korea’s SNE Research —...",Positive,1.0,0.9999994039535522,Positive, Positive, Positive
2022-07-27T03:53:08+0000,LG Energy Solution seeks factories outside China as zero-Covid hits earnings,...LGES’s revenues were hit by Tesla’s move to suspend production in its Shanghai factory in March and April because of China’s Covid lockdowns....,Neutral,0.9610262513160706,0.9999901056289672,Negative, Neutral, negative
2022-10-29T01:12:25+0000,Elon Musk moves to address content issues as he takes control of Twitter,"...Tesla has led the way in popularising electric vehicles, a path GM and other traditional carmakers are now spending billions to follow....",Neutral,0.9999343156814576,0.9265374541282654,Neutral, Neutral, Positive
2022-06-21T00:15:43+0000,Musk’s Starlink aid to Ukraine triggers scrutiny in China over US military links,"...“Tesla is very good, but now the domestic-made cars have made significant progress, there isn’t much need to have Tesla now,” said Boyang Xia, a Tesla owner in Beijing....",Negative,0.99931001663208,0.9998968839645386,Positive, negative,"

negative"
2022-01-26T23:07:01+0000,Tesla warns supply chain constraints will persist in 2022,...Read more about Tesla’s profits...,Negative,0.9999688863754272,0.9983071088790894,Neutral, Neutral, Neutral
2022-05-13T12:46:44+0000,Car bosses warn of supply chain threat to electric vehicle rollout,"...Tesla’s closest competitor, Volkswagen, which has long aimed to overtake its rival in electric vehicle sales by 2025, played down its prospects of reaching that goal, calling it “very, very tight”....",Negative,0.999721348285675,0.9999788999557496,Negative, Neutral,"

neutral"
2023-03-08T05:00:37+0000,The ‘15-minute city’ backlash: welcome to the ‘everything conspiracy’ theory,"...Electric vehicles have also become part of the “everything conspiracy”, transformed monstrously into vehicles of oppression (although Tesla seems to have dodged this tarnishing, says Ondrak — perhaps a reflection...",Neutral,0.9999620914459229,0.9990420937538148,Neutral, Neutral, negative
2022-01-26T23:07:01+0000,Tesla warns supply chain constraints will persist in 2022,...Read more about Tesla’s profits...,Negative,0.9999688863754272,0.9983071088790894,Neutral, Neutral, Neutral
2022-09-30T17:53:15+0000,UK electric vehicle maker Arrival announces its first van,"...While most new electric vehicle start-ups, from Tesla to Rivian, have struggled to get production going, Arrival believes its factory approach will help it avoid some of the snares....",Neutral,0.999779999256134,0.9689515829086304,Negative, Neutral, Neutral
none,none,none,0,0.0,0.0,0,"

The sentiment in the newsheadline is negative.","

The sentiment in the newsheadline is negative."
2022-04-04T10:59:20+0000,Elon Musk becomes Twitter’s biggest shareholder,"...The entrepreneur’s use of Twitter has often proved contentious, such as when he has used it to make statements about Tesla’s financial health....",Neutral,0.9873132109642028,0.9918850660324096,Neutral, positive, negative
2023-05-15T05:30:03+0000,Growth stocks win again Premium content,"...positive returns are coming from the growthy/techy sectors of communications, information technology, and consumer discretionary (remember that the consumer discretionary is weighted heavily to Amazon and Tesla...",Positive,0.9999991655349731,0.9999998807907104,Positive, Positive, positive
2022-12-31T09:00:53+0000,World’s largest money managers need a better ESG script,"...Red herrings abound, including FTX’s award of a higher corporate governance score than ExxonMobil by one of hundreds of ESG rating bodies, or Elon Musk’s complaint that his electric car company Tesla, downrated...",Neutral,0.7918312549591064,0.6684719920158386,Neutral, positive, Neutral
2022-02-22T00:01:54+0000,Tesla’s reverse on battery cells signals shift for electric vehicles ,...Tesla’s switch could be a tipping point for change. It could convince rival carmakers wary of using iron-based batteries that they are a reliable and viable option....,Neutral,0.9996966123580932,0.9747616648674012,Positive, positive, Neutral
none,none,none,0,0.0,0.0,0,"

The sentiment in the newsheadline is negative.","

The sentiment in the newsheadline is negative."
2022-10-30T17:00:54+0000,Elon Musk has taken on two seriously difficult problems with Twitter,"...He notoriously tweeted that he was close to a fictitious Tesla buyout, leading to a fine from the US Securities and Exchange Commission and the loss of his Tesla chairmanship....",Negative,0.9997643828392028,0.999963402748108,Negative, Neutral, Neutral
2022-01-26T21:38:24+0000,Tesla warns supply chain constraints will persist in 2022,"...But net quarterly profit was below the $2.55bn expected by Wall Street, sending Tesla’s shares down more than 5 per cent in after-hours trading....",Negative,0.9999688863754272,0.9999995231628418,Negative, Neutral, negative
2023-01-18T12:00:09+0000,US lithium supplies stuck in neutral,...Elon Musk’s Tesla recently had to renegotiate a lithium supply deal with the miner Piedmont Lithium because a proposed mine in North Carolina has gotten bogged down in the regulatory thicket....,Negative,0.9997580647468568,0.9205676317214966,Neutral, Neutral,"

positive"
2022-10-21T04:00:01+0000,Single-stock ETFs struggle to get past distributors,"...But nearly $100mn was in one fund — Leverage Shares 3x Tesla ETP, which launched mid-March 2021.

Some firms are focusing their efforts on teaching investors about the new product type....",Negative,0.9996950626373292,0.9999988079071044,Neutral, negative, Neutral
2022-11-03T01:40:02+0000,"China’s closed-loop crisis: ‘I’m human, not a machine’",...Quanta produces electronic components for Apple and Elon Musk’s Tesla....,Negative,0.983022153377533,0.9999992847442628,Neutral, Neutral, Positive
2022-09-22T01:24:52+0000,Car dealership Pendragon in talks to launch Chinese EV maker BYD in UK,...The news comes after BYD overtook Tesla to become the world’s biggest manufacturer of electric vehicles and seeks to expand globally....,Neutral,0.9999264478683472,0.9997201561927797,Positive, Neutral, Positive
2022-11-04T21:00:46+0000,How Elon Musk’s ‘war room’ of advisers are transforming Twitter,"...Instead, it is a team of Tesla staffers brought in by Musk who initially demanded that managers draw up lists of who to dismiss and began supervising coding tests....",Neutral,0.9605496525764464,0.9999958276748656,Neutral, Neutral, Positive
2023-01-26T12:46:53+0000,Can generative AI’s stimulating powers extend to productivity?,"...For example, the computer scientist Andrej Karpathy, who previously worked at Tesla and OpenAI, tweeted that Copilot had “dramatically accelerated” his workflow by writing 80 per cent of his code with 80...",Positive,0.9816139936447144,0.9987381100654602,Neutral, Neutral, Positive
2023-04-24T13:00:24+0000,The New South Premium content,"...Already the region is home to many of the world’s largest companies including Walmart, Bank of America, Lowe’s, and newer high-growth companies such as Tesla....",Neutral,0.9997220635414124,0.9999979734420776,Neutral, Neutral, Positive
none,none,none,0,0.0,0.0,0,"

The sentiment in the newsheadline is negative.","

The sentiment in the newsheadline is negative."
2023-04-24T11:31:24+0000,The coming disputes over trade in electric vehicles Premium content,...In fact Chinese companies have poured money into EV and battery production and are threatening to squeeze their European and US competitors such as Volkswagen and Tesla out of the Chinese market....,Negative,0.9780845642089844,0.9999266862869264,Negative, Neutral, positive
2022-04-27T23:10:06+0000,Musk wins SolarCity case but fails to escape SEC ‘funding secured’ deal,"...Musk ultimately settled, agreeing to pay a $20mn fine and step down as Tesla chair....",Negative,0.9859520196914672,0.9999840259552002,Neutral, negative, Positive
2023-01-22T22:41:15+0000,China’s troubled holiday season kicks off in Year of the Rabbit,...It will be another week for Elon Musk watchers (just like every other week) with Tesla reporting fourth quarter figures on Wednesday....,Neutral,0.9091644883155824,0.9999990463256836,Neutral, positive, Neutral
2023-03-14T05:00:35+0000,Northvolt: the Swedish start-up charging Europe’s battery ambitions,"...Building a battery behemoth

When Carlsson and another former Tesla executive Paolo Cerruti unveiled Northvolt in 2017, some in the industry did not give them a chance. “$4bn to build a factory in Sweden...",Positive,0.9658692479133606,0.9986679553985596,Neutral, Neutral, Positive
2022-11-22T11:48:39+0000,Covid/China: fear of contagion still worries world markets   Premium content,...Tesla shares lost nearly 7 per cent on Monday. Its fast-growing sales are in China. Last year they accounted for a quarter of total revenues. They hit a new monthly high in September....,Negative,0.9999444484710692,0.9930996894836426,Positive,"

The sentiment in the newsheadline is positive.", Negative
2022-12-28T21:42:45+0000,Wall Street stocks slip after China softens Covid policy,"...Tesla’s stock has fallen 40 per cent in a month, Apple has plunged 11 per cent and Amazon is down 11 per cent.

“I’ve never seen the Fed so aggressive against the market in 30 years,” Holt added....",Negative,0.99895441532135,0.9998080134391784,Negative, negative, Negative
2022-11-22T05:00:36+0000,Best books of 2022: Environment,"...Drive a Tesla. But as this clever and uplifting book explains, the world won’t be saved by diligent green consumers....",Neutral,0.5130980014801025,0.7627209424972534,Negative, Neutral, Neutral
2023-04-21T20:00:49+0000,Mathias Döpfner becomes the story: the return of scandal at Axel Springer  ,"...Last year, it emerged that Döpfner — who also sits on the boards of Netflix and Warner Music Group — urged Elon Musk to buy Twitter shortly before the Tesla chief’s bid for the social media company became...",Neutral,0.7686708569526672,0.9999284744262696,Neutral, positive, Positive
2023-03-23T04:55:37+0000,Samuel Ross – master of the multidisciplinary space,"...He arrives in a chauffeur-driven Tesla, in a chic ensemble of greys and green....",Neutral,0.9999270439147948,0.9999995231628418,Neutral, Neutral, Positive
2022-11-18T06:30:00+0000,Can the market rise without Big Tech? Premium content,"...Apple, Microsoft, Amazon, Alphabet and Tesla make up 20 per cent of the S&P 500. If they are doing badly, a lot of other things have to do well to keep the market rising....",Neutral,0.7153571844100952,0.9623960852622986,Positive, Neutral, Positive
2022-02-07T17:48:38+0000,Tesla subpoenaed by SEC over Elon Musk’s ‘funding secured’ settlement,...Musk and Tesla also each paid $20mn in fines....,Neutral,0.9053036570549012,0.9999438524246216,Neutral, Neutral, Positive
2022-11-18T06:30:00+0000,Can the market rise without Big Tech? Premium content,"...Apple, Microsoft, Amazon, Alphabet and Tesla make up 20 per cent of the S&P 500. If they are doing badly, a lot of other things have to do well to keep the market rising....",Neutral,0.7153571844100952,0.9623960852622986,Positive, Neutral, Positive
none,none,none,0,0.0,0.0,0,"

The sentiment in the newsheadline is negative.","

The sentiment in the newsheadline is negative."
2023-01-05T00:02:27+0000,UK sales of electric cars overtake diesel for first time,"...the road, so there is a long way to go before we have decarbonised road transport”, Hawes added, although one in three new cars sold in December was pure electric, a figure inflated by a late delivery of Teslas...",Negative,0.9938104748725892,0.9998334646224976,Neutral, positive, positive
2022-09-05T14:00:13+0000,Why electric cars are still a luxury in a cold climate,"...My city of Chicago, with its glacial reputation, has no shortage of Teslas either....",Neutral,0.8579207062721252,0.980696737766266,Neutral, Neutral,"

positive"
2023-04-21T20:00:49+0000,Mathias Döpfner becomes the story: the return of scandal at Axel Springer  ,"...Last year, it emerged that Döpfner — who also sits on the boards of Netflix and Warner Music Group — urged Elon Musk to buy Twitter shortly before the Tesla chief’s bid for the social media company became...",Neutral,0.7686708569526672,0.9999284744262696,Neutral, positive, Positive
